codigo,componente,titulo original,titulo leigo,CIDS10 possíveis,CID10 mais frequente,definição,critérios de inclusão,critérios de exclusão,considerar,nota,
S17,1,Abrasão/arranhão/bolhas,Abrasão/arranhão/bolhas,"S00.0, S00.7, S00.8, S00.9, S10.1, S10.7, S10.8, S10.9, S20.1, S20.3, S20.4, S20.7, S20.8, S30.7, S30.8, S30.9, S40.7, S40.8, S50.7, S50.8, S60.7, S60.8, S70.7, S70.8, S80.7, S80.8, S90.7, S90.8, T09.0, T11.0, T13.0, T14.0",T14.0,,contusão se houver solução de continuidade; esfoladela,,,,
S18,1,Laceração/corte,Laceração/corte,"S01.0, S01.2, S01.4, S01.7, S01.8, S01.9, S11, S21, S31.0, S31.1, S31.8, S41, S51, S61, S71, S81, S91, T09.1, T11.1, T13.1, T14.1",T14.1,,"pele, tecidos subcutâneos",mordedura S13,,,
S19,1,Outra lesão cutânea,Outra lesão cutânea,"S00.0, S00.7, S00.8, S00.9, S10.1, S10.7, S10.8, S10.9, S20.1, S20.3, S20.4, S20.7, S20.8, S30.7, S30.8, S30.9, S40.7, S40.8, S40.9, S50.7, S50.8, S50.9, S60.7, S60.8, S60.9, S70.7, S70.8, S70.9, S80.7, S80.8, S80.9, S90.7, S90.8, S90.9, T09.0, T11.0, T13, T14.0",T14.0,,"avulsão da unha, picada com uma agulha, punctura",mordedura S13,,,
S20,1,Calos/calosidades,Calos/calosidades,L84,L84,,,hiperceratose S80,,,
S21,1,Sinais/sintomas da textura da pele,Pele seca/ descamação/ rugas,R23.4,R23.4,,"pele seca, descamação, rugas","problemas de transpiração A09, queixas do couro cabeludo S24, problemas das glândulas sudoríparas S92, ictiose S99, queixas da vulva X10",,,
S22,1,Sinais/sintomas das unhas,Sinais/sintomas das unhas,"L60.1, L60.4, L60.5, L60.9, L62, R68.3",L60,,dilatação das extremidades dos dedos,"peroníquia S09, unha encravada S94",,,
S23,1,Queda de cabelo/calvície,Queda de cabelo/calvície,"L63, L64, L65, L66",L65,,alopecia,,,,
S24,1,Sinais/sintomas do cabelo/couro cabeludo,Cabelo seco/ sintomas do couro cabeludo,"L67, L68",L67,,"couro cabeludo seco, hirsutismo","tricotilomania P29, foliculite S10, queda de cabelo/calvície S23, caspa S86",,,
S26,1,Medo de câncer de pele,Medo de câncer de pele,Z71.1,Z71.1,paciente que receia ter câncer da pele sem o ter ou até o diagnóstico ser confirmado,,"se o paciente tem a doença, codifique-a",,,
S27,1,Medo de outra doença da pele,Medo de outra doença da pele,Z71.1,Z71.1,paciente que receia ter outra doença cutânea sem a ter ou até o diagnóstico ser confirmado,,"se o paciente tem a doença, codifique-a",,,
S28,1,Limitação funcional/incapacidade,Limitação funcional/incapacidade,Z73.6,Z73.6,limitação funcional/ incapacidade devido a problema na pele,incapacidade devida ao estado da pele,,,Os quadros COOP/WONCA permitem codificar o estado funcional do paciente (ver Capítulo 8).,
S29,1,"Sinais/sintomas da pele, outros","Sinais/sintomas da pele, outros","R23.3, R23.8",R23.8,,"pele sangrando, celulite, petéquias, problemas do umbigo, lesão da pele, ferimento(s)",cicatriz S99,,,
S70,7,Herpes zoster,Herpes zoster,B02,B02,"conjunto de erupções vesiculares, distribuição unilateral na área de um único dermatoma","nevralgia pós-herpética, zona",herpes zoster oftálmico F73,"dor cutânea S01, erupção cutânea S06",,
S71,7,Herpes simples,Herpes simples,"B00.0, B00.1, B00.2, B00.8, B00.9",B00,"vesículas com base eritematosa numa área localizada; além de história de lesões semelhantes, ou evidências virológicas ou serológicas",herpes simples,"olho F85; infecções genitais X90,Y72",erupções cutâneas S06,,
S72,7,Escabiose/outras acaríases,Escabiose/outras acaríases,"B86, B88.0, B88.2",B86,"lesões cutâneas com prurido intenso além de uma séria de galerias nas palmas, dedos, pênis ou dobras da pele, ou evidência de parasitas ou ovos nas lesões",,,prurido S02,,
S73,7,Pediculose/outras infecções da pele,Pediculose/outras infecções da pele,"B85, B87, B88.1, B88.3, B88.8, B88.9",B88,evidência de lêndeas no cabelo ou de insetos na pele ou na roupa,"pulgas, piolhos, ácaros, carrapatos/carraças","mordeduras de insetos S12, mordeduras de insetos infectadas S11","prurido S02, erupções cutâneas S06",,
S74,7,Dermatofitose,Micose,"B35, B36",B35,lesões escamosas e pruriginosas mais claras no centro e pequenas vesículas à volta; ou evidência de fungo,"infecção cutânea a fungos, onicomicose, pitiríase versicolor, tinha","monília, cândida S75",,,
S75,7,Monilíase oral/candidíase na pele,Monilíase oral/candidíase na pele,B37.2,B37.2,,"lesões que envolvem as unhas, região perianal, pele; intertrigo monilial","aftas orais D83, infecções genitais X72,Y75",,,
S76,7,Outras infecções da pele,Outras infecções da pele,"A46, A66, A67, L03.1, L03.2, L03.3, L03.8, L03.9, L08, L98.0",L08,,"celulite, erisipela, piodermia","furúnculo, antraz, outra infecção cutânea localizada S11; impetigo S84; molusco contagioso S95; acne S96",,,
S77,7,Neoplasias malignas da pele,Neoplasias malignas da pele,"C43, C44, C46.0",C44,aparência histológica característica,"carcinoma de células basais (basalioma), doença de Bowen, melanoma maligno, “ulcus rodens”, carcinoma de células escamosas (espinocelular)",lesões pré-malignas S79,outras neoplasias malignas (quando a localização primária é incerta) A79; neoplasias não especificadas quer benignas quer malignas S79 (quando não há dados histológicos disponíveis),,
S78,7,Lipoma,Lipoma,D17,D17,,,,,,
S79,7,Neoplasia cutânea benigna/incerta,Neoplasia cutânea benigna/incerta,"D03, D04, D23, D48.5",D48.5,,"cisto dermóide, lesões pré-malignas",pólipos cutâneos hemorroidais residuais K96; hiperqueratoses S80; queratoses solares S80;  hemangioma S81; mancha na pele S82; nevo pigmentado S82; quelóide S99; verrugas seborréicas ou senis S99,,,
S80,7,Ceratose/ Queratose solar/queimadura solar,Ceratose/ Queratose solar/queimadura solar,"L55, L56, L57, L58, L59",L56,,"hiperqueratose, fotossensiblidade, lesões cutâneas provocadas pelas radiações, queratose senil, erupção polimórfica leve",lesões cutâneas devido a radiações criadas pelo homem A87 ou A88,,,
S81,7,Hemangioma/linfangioma,Hemangioma/linfangioma,D18,D18,"tumor vascular ou linfático, que se eleva acima da pele e diminui sob pressão","marca de nascimento angiomatosa, mancha cor “vinho do Porto”",,inchaço localizado S04,,
S82,7,Nevos/sinais da pele,Nevos/sinais da pele,D22,D22,,,,,,
S83,7,"Lesões da pele congênitas, outras","Lesões da pele congênitas, outras","Q80, Q81, Q82, Q84",Q82,,marca de nascença; ictiose,"hemangioma, linfangioma S81",,,
S84,7,Impetigo,Impetigo,"L00, L01",L01.0,"lesão cutânea crescente, consistindo em máculas, vesículas, pústulas ou crosta com uma área circundante em carne viva",impetigo secundário a outras dermatoses,,outras lesões cutâneas localizadas S11,,
S85,7,Cisto pilonidal/fistula,Cisto pilonidal/fistula,L05,L05,,abcesso pilonidal,cisto dermóide S79,,,
S86,7,Dermatite seborreica,Dermatite seborreica/ caspa,L21,L21,"lesões oleosas e escamosas com eritema subjacente em uma ou mais áreas do couro cabeludo, face, esterno, zonas interescapulares, em volta do umbigo e nas pregas da pele, não atribuíveis a outras doenças cutâneas","crosta láctea, caspa",verrugas seborréicas S99,"erupções cutâneas localizadas S06, erupções cutâneas generalizadas S07",,
S87,7,Dermatite/eczema atópico,Dermatite/eczema atópico,L20,L20,"lesões exsudativas pruriginosas com ou sem liquenificação na face e no pescoço, pulsos e mãos, tórax, região poplítea e sangradouro","eczema infantil, dermatite flexural","afetando apenas o meato auditivo externo H70, dermatite alérgica S88, eritema das fraldas S89","erupções cutâneas S06,S07; prurido S02",,
S88,7,Dermatite de contato/alérgica,Dermatite de contato/alérgica,"L23, L24, L25, L27.2, L27.8, L27.9, L30.0, L30.3, L30.4, L30.8, L30.9",L30,lesões eritematosas pruriginosas ligadas a uma exposição a substâncias químicas,"dermatite alérgica, dermatite química, dermatite NE, eczema NE, intertrigo, picadela por planta, alergia cutânea","alergia não especificada, reação alérgica não especificada A92; dermatite de contato e outras dermatites das pálpebras F71; meato auditivo externo H70; eczema atópico S87; eritema das fraldas S89; dermatite artefacta S99; urticária S98; neurodermatite S99","prurido S02; erupções cutâneas S06,S07",,
S89,7,Dermatite das fraldas,Dermatite das fraldas,L22,L22,"dermatite, principalmente na zona das fraldas e das pregas, em bebês",erupção cutânea provocada pelas fraldas,,,,
S90,7,Pitiríase rosada,Pitiríase rosada,L42,L42,"erupções ovais e escamosas ao longo das linhas de clivagem da pele do tronco, com história de uma única lesão maior que precede a erupção atual",,,"erupções cutâneas S06,S07",,
S91,7,Psoríase,Psoríase,L40,L40,"manchas descamativas prateadas nos joelhos, cotovelos ou couro cabeludo e/ou picotado ungueal",,,,codifique duplamente a artrite psoriática L99,
S92,7,Doença das glândulas sudoríparas,Doença das glândulas sudoríparas,"L30.1, L73.2, L74, L75",L74,,desidrose; erupção provocada pelo calor; hidradenite; miliária; calor pruriginoso; erupção provocada pelo suor; ponfólige,hiperidrose A09,,,
S93,7,Cisto sebáceo,Cisto sebáceo,L72.1,L72.1,,,,,,
S94,7,Unha encravada,Unha encravada,L60.0,L60.0,,,peroníquia S09,,,
S95,7,Molusco contagioso,Molusco contagioso,B08.1,B08.1,,,,,,
S96,7,Acne,Acne,L70,L70,,"pontos negros, cravos, espinhas",provocado por medicação A85,,,
S97,7,Úlcera crónica da pele,Úlcera crônica da pele,"I83.0, I83.2, L89, L97, L98.4",L98.4,,"úlcera de decúbito, úlcera de pressão, úlcera varicosa",gangrena K92,,,
S98,7,Urticária,Urticária,L50,L50,,"erupções da pele,vergões","alergia a drogas A85; angioedema, edema alérgico A92",,,
S99,7,Outras doenças da pele,Outras doenças da pele,"L10, L11, L12, L13, L14, L26, L28, L30.2, L30.5, L41, L43, L44, L45, L51, L52, L53.0, L53.1, L53.2, L53.3, L53.8, L54, L60.2, L60.3, L60.8, L71, L72.0, L72.2, L72.8, L72.9, L73.0, L73.1, L73.8, L73.9, L80, L81.4, L81.5, L81.6, L81.7, L81.8, L81.9, L82, L83, L85, L86, L87, L88, L90, L91, L92, L93, L94, L95, L98.1, L98.2, L98.3, L98.5, L98.6, L98.8, L98.9, L99, Z94.5",L98,,dermatite artefacta; lupus eritematoso discóide; eritema multiforme; eritema nodoso; granuloma; granuloma anular; quelóide; queratoacantoma; líquen plano; neurodermatite; onicogrifose; rosácea; rinofima; cicatriz; verrugas seborréicas ou senis; estrias atróficas; vitiligo; e outras doenças da pele NE,,,,
T01,1,Sede excessiva,Sede excessiva,R63.1,R63.1,,polidipsia,,,,
T02,1,Apetite excessivo,Apetite excessivo,R63.2,R63.2,,"comer de forma exagerada, polifagia",bulimia P86,,,
T03,1,Perda de apetite,Perda de apetite,R63.0,R63.0,,anorexia,anorexia nervosa P86,,,
T04,1,Problemas alimentares de lactente/criança,Problemas alimentares de lactente/criança,R63.3,R63.3,,problemas para comer (o que e como),alergia a alimentos A98; causas psicológicas P11; perturbações alimentares P11; intolerância à comida T99,,,
T05,1,Problemas alimentares do adulto,Problemas alimentares do adulto,R63.3,R63.3,,problemas para comer (o que e como),"alergia a alimentos A98; disfagia D21; perturbações alimentares de ordem psicológica, recusa alimentar P29; anorexia/bulimia nervosa P86; perda de apetite T03; intolerância à comida T99",,,
T07,1,Aumento de peso,Aumento de peso,R63.5,R63.5,,,"obesidade T82, excesso de peso T83",,,
T08,1,Perda de peso,Perda de peso,"R63.4, R64",R63.4,,caquexia,anorexia nervosa P86,,,
T10,1,Atraso do crescimento,Atraso do crescimento,"E34.3, R62.8, R62.9",R62,,"criança que não cresce, atraso psicológico",atraso de crescimento P22; dificuldades de aprendizagem P24; atraso mental P85; puberdade atrasada T99,,,
T11,1,Desidratação,Desidratação,E86,E86,,depleção hídrica,"depleção de sal T94, alterações electrolíticas T94",,,
T26,1,Medo de câncer do sistema endócrino,Medo de câncer do sistema endócrino,Z71.1,Z71.1,paciente que receia ter câncer do sistema endócrino sem o ter ou até o diagnóstico ser confirmado,,"se o paciente tem a doença, codifique-a",,,
T27,1,Medo de outra doença endócrina/metabólica,Medo de outra doença endócrina/metabólica,Z71.1,Z71.1,"receio de ter outra doença endócrina, metabólica ou nutricional num paciente que não a tem ou até o diagnóstico ser confirmado",medo de ter diabetes,"se o paciente tem a doença, codifique-a",,,
T28,1,Limitação funcional/incapacidade,Limitação funcional/incapacidade,Z73.6,Z73.6,limitação funcional/ incapacidade devido a problema no sistema endócrino/ metabólico/ nutricional,limitação funcional/incapacidade relacionada com o sistema endócrino ou com fatores metabólicos ou nutricionais,,,As tabelas da COOP/WONCA permitem codificar o estado funcional do paciente (ver Capítulo 8).,
T29,1,"Sinais/sintomas endocrinológicos/metabolicos/nutricionais, outros","Sinais/sintomas endocrinológicos/metabolicos/nutricionais, outros",R63.8,R63.8,,"desejo de certo alimento, pica, peso inferior ao normal",hiperglicemia A91; retenção de fluidos K07,,,
T70,7,Infecção endócrina,Infecção endócrina,E06.0,E06.0,,,tireoidite T99,,,
T71,7,Neoplasia maligna da tiróide,Câncer da tiróide,C73,C73,aparência histológica característica,,,"bócio T81, neoplasia não especificada T73",,
T72,7,Neoplasia benigna da tiróide,Tumor benigno da tiróide,D34,D34,,,"bócio T81, neoplasia não especificada T73",,,
T73,7,Outra neoplasia endócrina NE,Outra neoplasia endócrina NE,"C74, C75, D09.3, D35, D44",D44,,outra neoplasia endócrina não especificada como benigna ou maligna ou quando a histologia não está disponível,,,,
T78,7,Cisto do canal tiroglosso,Cisto do canal tireoglosso,Q89.2,Q89.2,,,bócio T81,,,
T80,7,Malformação congénita endócrina/metabólica,Malformação congênita endócrina/metabólica,"E00, Q89.1, Q89.2",Q89.2,,"nanismo, cretinismo",canal tireoglosso (cisto) T78,,,
T81,7,Bócio,Bócio,E04,E04,,"nódulo da tireóide, bócio não tóxico","neoplasia da glândula tireóide T71-T73, bócio tóxico T85, hipotireoidismo T86",,,
T82,7,Obesidade,Obesidade,E66,E66,índice de massa corporal superior a 30,,excesso de peso T83,,,
T83,7,Excesso de peso,Excesso de peso,E66,E66.0,índice de massa corporal superior a 25 mas inferior a 30,,obesidade T82,,,
T85,7,Hipertiroidismo/tireotoxicose,Hipertiroidismo/tireotoxicose,E05,E05,"evidências laboratoriais de excesso de hormônios da tireóide; ou nódulo da tireóide; ou bócio e tremor, perda de peso, e pulsação muito rápida (superior a 100/min em descanso) ou sinais dos olhos (exoftalmia, pálpebras que se movem mais lentamente do que normal, ou oftalmoplegia)","doença de Graves, bócio tóxico",bócio não tóxico T81,,,
